Date,Action,Symbol,Description,Quantity,Price,fees_and_comm,Amount,
5/3/23,Sell to Open,AFRM 05/12/2023 10.00 C,CALL AFFIRM HLDGS INC $10 EXP 05/12/23,1,0.75,0.66,74.34,
5/3/23,Buy,AFRM,AFFIRM HLDGS INC CLASS A,32,9.28,,-296.96,
5/3/23,Sell to Open,AFRM 05/12/2023 10.00 C,CALL AFFIRM HLDGS INC $10 EXP 05/12/23,5,0.7,3.31,346.69,
05/01/2023 as of 04/28/2023,Expired,AFRM 04/28/2023 11.50 C,CALL AFFIRM HLDGS INC $11.5 EXP 04/28/23,5,,,,
04/24/2023 as of 04/21/2023,Expired,PRPL 04/21/2023 5.00 C,CALL PURPLE INNOVATION L$5 EXP 04/21/23,10,,,,
4/21/23,Buy to Close,CFLT 04/21/2023 25.00 C,CALL CONFLUENT INC $25 EXP 04/21/23,1,0.03,0.01,-3.01,
4/21/23,Sell to Open,CFLT 05/19/2023 28.00 C,CALL CONFLUENT INC $28 EXP 05/19/23,1,0.75,0.66,74.34,
4/21/23,Sell to Close,ABT 05/19/2023 100.00 C,CALL ABBOTT LABORATORIES$100 EXP 05/19/23,1,12.07,0.67,1206.33,
4/21/23,Buy to Close,ABT 04/21/2023 106.00 C,CALL ABBOTT LABORATORIES$106 EXP 04/21/23,1,5.52,0.66,-552.66,
4/20/23,Sell to Open,AFRM 04/28/2023 11.50 C,CALL AFFIRM HLDGS INC $11.5 EXP 04/28/23,5,0.36,3.31,176.69,
4/20/23,Buy to Close,AFRM 04/21/2023 10.50 C,CALL AFFIRM HLDGS INC $10.5 EXP 04/21/23,5,0.56,3.3,-283.3,
04/17/2023 as of 04/15/2023,Bank Interest,,BANK INT …1623-041523 SCHWAB BANK,,,,0.88,
4/12/23,Sell to Open,ABT 04/21/2023 106.00 C,CALL ABBOTT LABORATORIES$106 EXP 04/21/23,1,0.63,0.66,62.34,
4/12/23,Buy to Close,ABT 04/14/2023 106.00 C,CALL ABBOTT LABORATORIES$106 EXP 04/14/23,1,0.03,0.01,-3.01,
4/12/23,Buy,ABT,ABBOTT LABORATORIES,100,103.11,,-10311.18,
4/6/23,Sell to Open,ABT 04/14/2023 106.00 C,CALL ABBOTT LABORATORIES$106 EXP 04/14/23,1,0.47,0.66,46.34,
4/6/23,Sell to Open,AFRM 04/21/2023 10.50 C,CALL AFFIRM HLDGS INC $10.5 EXP 04/21/23,5,0.97,3.31,481.69,
4/6/23,Buy,AFRM,AFFIRM HLDGS INC CLASS A,500,10.57,,-5285,
04/03/2023 as of 03/31/2023,Sell Short,ABT,ABBOTT LABORATORIES,100,100,0.09,9999.91,
04/03/2023 as of 03/31/2023,Sell,AFRM,AFFIRM HLDGS INC CLASS A,500,10.5,0.11,5249.89,
04/03/2023 as of 03/31/2023,Assigned,ABT 03/31/2023 100.00 C,CALL ABBOTT LABORATORIES$100 EXP 03/31/23,1,,,,
04/03/2023 as of 03/31/2023,Assigned,AFRM 03/31/2023 10.50 C,CALL AFFIRM HLDGS INC $10.5 EXP 03/31/23,5,,,,
3/24/23,Sell to Open,AFRM 03/31/2023 10.50 C,CALL AFFIRM HLDGS INC $10.5 EXP 03/31/23,5,0.6,3.31,296.69,
3/24/23,Buy to Close,AFRM 03/24/2023 10.00 C,CALL AFFIRM HLDGS INC $10 EXP 03/24/23,5,0.23,3.3,-118.3,
3/24/23,Sell to Open,ABT 03/31/2023 100.00 C,CALL ABBOTT LABORATORIES$100 EXP 03/31/23,1,0.38,0.66,37.34,
3/24/23,Buy to Close,ABT 03/24/2023 100.00 C,CALL ABBOTT LABORATORIES$100 EXP 03/24/23,1,0.02,0.01,-2.01,
3/17/23,Buy to Close,CFLT 03/17/2023 30.00 C,CALL CONFLUENT INC $30 EXP 03/17/23,1,0.05,0.01,-5.01,
3/17/23,Sell to Open,CFLT 04/21/2023 25.00 C,CALL CONFLUENT INC $25 EXP 04/21/23,1,0.9,0.66,89.34,
3/17/23,Sell to Open,AFRM 03/24/2023 10.00 C,CALL AFFIRM HLDGS INC $10 EXP 03/24/23,5,0.38,3.31,186.69,
3/17/23,Buy to Close,AFRM 03/17/2023 14.00 C,CALL AFFIRM HLDGS INC $14 EXP 03/17/23,5,0.01,0.05,-5.05,
3/17/23,Sell to Open,ABT 03/24/2023 100.00 C,CALL ABBOTT LABORATORIES$100 EXP 03/24/23,1,0.7,0.66,69.34,
03/16/2023 as of 03/15/2023,Bank Interest,,BANK INT …1623-031523 SCHWAB BANK,,,,0.21,
03/13/2023 as of 03/10/2023,Expired,ABT 03/10/2023 105.00 C,CALL ABBOTT LABORATORIES$105 EXP 03/10/23,1,,,,
3/3/23,Sell to Open,PRPL 04/21/2023 5.00 C,CALL PURPLE INNOVATION L$5 EXP 04/21/23,10,0.15,6.6,143.4,
3/3/23,Sell to Open,ABT 03/10/2023 105.00 C,CALL ABBOTT LABORATORIES$105 EXP 03/10/23,1,0.76,0.65,75.35,
3/3/23,Buy to Close,ABT 03/03/2023 100.00 C,CALL ABBOTT LABORATORIES$100 EXP 03/03/23,1,4.22,0.65,-422.65,
3/3/23,Sell to Open,AFRM 03/17/2023 14.00 C,CALL AFFIRM HLDGS INC $14 EXP 03/17/23,5,0.98,3.29,486.71,
3/3/23,Buy to Close,AFRM 03/03/2023 13.00 C,CALL AFFIRM HLDGS INC $13 EXP 03/03/23,5,0.81,3.29,-408.29,
2/27/23,Margin Interest,,INTEREST 01/30THRU 02/26,,,,-10.51,
2/27/23,Buy to Open,ABT 05/19/2023 100.00 C,CALL ABBOTT LABORATORIES$100 EXP 05/19/23,1,4.73,0.65,-473.65,
2/27/23,Sell to Open,ABT 03/03/2023 100.00 C,CALL ABBOTT LABORATORIES$100 EXP 03/03/23,1,0.88,0.65,87.35,
2/27/23,Sell to Open,AFRM 03/03/2023 13.00 C,CALL AFFIRM HLDGS INC $13 EXP 03/03/23,5,0.61,3.29,301.71,
02/27/2023 as of 02/24/2023,Expired,AFRM 02/24/2023 14.00 C,CALL AFFIRM HLDGS INC $14 EXP 02/24/23,5,,,,
2/17/23,Sell to Open,AFRM 02/24/2023 14.00 C,CALL AFFIRM HLDGS INC $14 EXP 02/24/23,1,0.32,0.65,31.35,
2/17/23,Buy to Close,AFRM 02/17/2023 14.50 C,CALL AFFIRM HLDGS INC $14.5 EXP 02/17/23,1,0.01,,-1,
2/17/23,Sell to Open,CFLT 03/17/2023 30.00 C,CALL CONFLUENT INC $30 EXP 03/17/23,1,0.6,0.65,59.35,
2/17/23,Buy to Close,CFLT 02/17/2023 30.00 C,CALL CONFLUENT INC $30 EXP 02/17/23,1,0.03,,-3,
2/17/23,Sell to Open,AFRM 02/24/2023 14.00 C,CALL AFFIRM HLDGS INC $14 EXP 02/24/23,4,0.32,2.64,125.36,
2/17/23,Buy to Close,AFRM 02/17/2023 14.50 C,CALL AFFIRM HLDGS INC $14.5 EXP 02/17/23,4,0.01,0.04,-4.04,
02/16/2023 as of 02/15/2023,Bank Interest,,BANK INT …1623-021523 SCHWAB BANK,,,,0.09,
2/9/23,Sell to Open,AFRM 02/17/2023 14.50 C,CALL AFFIRM HLDGS INC $14.5 EXP 02/17/23,5,0.46,3.3,226.7,
2/9/23,Buy to Close,AFRM 02/10/2023 20.00 C,CALL AFFIRM HLDGS INC $20 EXP 02/10/23,5,0.01,0.04,-5.04,
2/3/23,Sell,AFRM,AFFIRM HLDGS INC CLASS A,300,19.41,0.13,5822.87,
2/3/23,Buy to Close,AFRM 02/10/2023 20.00 C,CALL AFFIRM HLDGS INC $20 EXP 02/10/23,3,1.9,1.99,-571.99,
2/2/23,Sell to Open,CFLT 02/17/2023 30.00 C,CALL CONFLUENT INC $30 EXP 02/17/23,1,0.49,0.65,48.35,
2/2/23,Buy to Close,CFLT 02/17/2023 25.00 C,CALL CONFLUENT INC $25 EXP 02/17/23,1,2.64,0.65,-264.65,
2/2/23,Sell to Open,AFRM 02/10/2023 20.00 C,CALL AFFIRM HLDGS INC $20 EXP 02/10/23,8,3.42,5.32,2730.68,
2/2/23,Buy to Close,AFRM 02/03/2023 15.50 C,CALL AFFIRM HLDGS INC $15.5 EXP 02/03/23,8,6.37,5.26,-5101.26,
1/30/23,Margin Interest,,INTEREST 12/29THRU 01/29,,,,-5.69,
1/23/23,Sell to Open,CFLT 02/17/2023 25.00 C,CALL CONFLUENT INC $25 EXP 02/17/23,1,1.21,0.65,120.35,
1/23/23,Sell to Open,AFRM 02/03/2023 15.50 C,CALL AFFIRM HLDGS INC $15.5 EXP 02/03/23,8,1.1,5.28,874.72,
1/23/23,Buy,AFRM,AFFIRM HLDGS INC CLASS A,800,15.35,,-12280,
01/23/2023 as of 01/20/2023,Sell,AFRM,AFFIRM HLDGS INC CLASS A,900,14,0.29,12599.71,
01/23/2023 as of 01/20/2023,Buy,PRPL,PURPLE INNOVATION L L C,1000,2.5,,-2500,
01/23/2023 as of 01/20/2023,Expired,CFLT 01/20/2023 22.50 C,CALL CONFLUENT INC $22.5 EXP 01/20/23,1,,,,
01/23/2023 as of 01/20/2023,Expired,MTTR 01/20/2023 5.00 C,CALL MATTERPORT INC $5 EXP 01/20/23,-10,,,,
01/23/2023 as of 01/20/2023,Expired,RBLX 01/20/2023 100.00 C,CALL ROBLOX CORP $100 EXP 01/20/23,-4,,,,
01/23/2023 as of 01/20/2023,Assigned,AFRM 01/20/2023 14.00 C,CALL AFFIRM HLDGS INC $14 EXP 01/20/23,9,,,,
01/23/2023 as of 01/20/2023,Exchange or Exercise,PRPL 01/20/2023 2.50 C,CALL PURPLE INNOVATION L$2.5 EXP 01/20/23,-10,,,,
1/18/23,Sell to Open,AFRM 01/20/2023 14.00 C,CALL AFFIRM HLDGS INC $14 EXP 01/20/23,9,0.21,5.95,183.05,
1/18/23,Sell to Open,CFLT 01/20/2023 22.50 C,CALL CONFLUENT INC $22.5 EXP 01/20/23,1,0.09,0.65,8.35,
1/18/23,Buy,CFLT,CONFLUENT INC CLASS A,100,21.42,,-2142,
01/17/2023 as of 01/15/2023,Bank Interest,,BANK INT …1622-011523 SCHWAB BANK,,,,0.29,
12/16/2022 as of 12/15/2022,Bank Interest,,BANK INT …1622-121522 SCHWAB BANK,,,,0.26,
11/28/2022 as of 11/25/2022,Expired,AFRM 11/25/2022 24.00 C,CALL AFFIRM HLDGS INC $24 EXP 11/25/22,9,,,,
11/16/2022 as of 11/15/2022,Bank Interest,,BANK INT …1622-111522 SCHWAB BANK,,,,0.23,
10/28/22,Margin Interest,,INTEREST 09/29THRU 10/27,,,,-32.73,
10/26/22,Buy to Close,AFRM 10/28/2022 19.50 C,CALL AFFIRM HLDGS INC $19.5 EXP 10/28/22,2,1.74,1.31,-349.31,
10/26/22,Sell to Open,AFRM 11/25/2022 24.00 C,CALL AFFIRM HLDGS INC $24 EXP 11/25/22,2,2,1.32,398.68,
10/26/22,Buy to Close,AFRM 10/28/2022 19.50 C,CALL AFFIRM HLDGS INC $19.5 EXP 10/28/22,1,1.73,0.65,-173.65,
10/26/22,Sell to Open,AFRM 11/25/2022 24.00 C,CALL AFFIRM HLDGS INC $24 EXP 11/25/22,1,1.99,0.65,198.35,
10/26/22,Buy to Close,AFRM 10/28/2022 19.50 C,CALL AFFIRM HLDGS INC $19.5 EXP 10/28/22,1,1.74,0.65,-174.65,
10/26/22,Sell to Open,AFRM 11/25/2022 24.00 C,CALL AFFIRM HLDGS INC $24 EXP 11/25/22,1,2,0.65,199.35,
10/26/22,Buy to Close,AFRM 10/28/2022 19.50 C,CALL AFFIRM HLDGS INC $19.5 EXP 10/28/22,5,1.74,3.29,-873.29,
10/26/22,Sell to Open,AFRM 11/25/2022 24.00 C,CALL AFFIRM HLDGS INC $24 EXP 11/25/22,5,2,3.31,996.69,
10/24/22,Sell to Open,AFRM 10/28/2022 19.50 C,CALL AFFIRM HLDGS INC $19.5 EXP 10/28/22,9,0.2,5.95,174.05,
10/24/2022 as of 10/21/2022,Expired,AFRM 10/21/2022 23.00 C,CALL AFFIRM HLDGS INC $23 EXP 10/21/22,9,,,,
10/24/2022 as of 10/21/2022,Expired,TWLO 10/21/2022 95.00 C,CALL TWILIO INC $95 EXP 10/21/22,-4,,,,
10/17/2022 as of 10/15/2022,Bank Interest,,BANK INT …1622-101522 SCHWAB BANK,,,,0.48,
10/5/22,Sell to Open,AFRM 10/21/2022 23.00 C,CALL AFFIRM HLDGS INC $23 EXP 10/21/22,6,1.06,3.96,632.04,
10/5/22,Sell to Open,AFRM 10/21/2022 23.00 C,CALL AFFIRM HLDGS INC $23 EXP 10/21/22,3,1.06,2,316,
10/5/22,Sell,INMD,INMODE LTD F,219,31.82,0.16,6968.42,
10/5/22,Sell,INMD,INMODE LTD F,100,31.82,0.07,3181.93,
10/5/22,Sell,INMD,INMODE LTD F,75,31.82,0.05,2386.45,
10/5/22,Sell,INMD,INMODE LTD F,3,31.82,,95.46,
10/5/22,Sell,INMD,INMODE LTD F,3,31.82,,95.46,
10/5/22,Sell,DDOG,DATADOG INC CLASS A,196,95.63,0.43,18743.05,
10/5/22,Sell,DDOG,DATADOG INC CLASS A,4,95.63,0.01,382.51,
9/29/22,Margin Interest,,INTEREST 08/30THRU 09/28,,,,-83.28,
09/19/2022 as of 09/16/2022,Expired,INMD 09/16/2022 35.00 C,CALL INMODE LTD $35 EXP 09/16/22,4,,,,
8/30/22,Margin Interest,,INTEREST 07/28THRU 08/29,,,,-56.99,
08/29/2022 as of 08/26/2022,Expired,AFRM 08/26/2022 34.00 C,CALL AFFIRM HLDGS INC $34 EXP 08/26/22,9,,,,
08/29/2022 as of 08/26/2022,Expired,DDOG 08/26/2022 110.00 C,CALL DATADOG INC $110 EXP 08/26/22,2,,,,
8/19/22,Sell to Open,INMD 09/16/2022 35.00 C,CALL INMODE LTD $35 EXP 09/16/22,4,1.23,2.65,489.35,
8/19/22,Buy to Close,INMD 08/19/2022 30.00 C,CALL INMODE LTD $30 EXP 08/19/22,4,2.3,2.64,-922.64,
8/19/22,Sell to Open,DDOG 08/26/2022 110.00 C,CALL DATADOG INC $110 EXP 08/26/22,2,1.85,1.32,368.68,
8/19/22,Sell to Open,AFRM 08/26/2022 34.00 C,CALL AFFIRM HLDGS INC $34 EXP 08/26/22,2,2.07,1.32,412.68,
8/19/22,Sell to Open,AFRM 08/26/2022 34.00 C,CALL AFFIRM HLDGS INC $34 EXP 08/26/22,7,2.07,4.63,1444.37,
08/16/2022 as of 08/15/2022,Bank Interest,,BANK INT …1622-081522 SCHWAB BANK,,,,0.73,
8/12/22,Buy to Close,DDOG 08/12/2022 112.00 C,CALL DATADOG INC $112 EXP 08/12/22,1,3.72,0.65,-372.65,
8/12/22,Buy to Close,DDOG 08/12/2022 112.00 C,CALL DATADOG INC $112 EXP 08/12/22,1,3.72,0.65,-372.65,
8/12/22,Buy to Close,AFRM 08/12/2022 32.50 C,CALL AFFIRM HLDGS INC $32.5 EXP 08/12/22,5,6.67,3.29,-3338.29,
8/12/22,Buy to Close,AFRM 08/12/2022 32.50 C,CALL AFFIRM HLDGS INC $32.5 EXP 08/12/22,4,6.67,2.64,-2670.64,
8/4/22,Buy to Open,MTTR 01/20/2023 5.00 C,CALL MATTERPORT INC $5 EXP 01/20/23,10,1.04,6.6,-1046.6,
8/4/22,Buy to Open,PRPL 01/20/2023 2.50 C,CALL PURPLE INNOVATION L$2.5 EXP 01/20/23,10,1.55,6.6,-1556.6,
8/4/22,Buy to Open,TWLO 10/21/2022 95.00 C,CALL TWILIO INC $95 EXP 10/21/22,4,14.65,2.64,-5862.64,
8/4/22,Buy to Close,DDOG 08/05/2022 110.00 C,CALL DATADOG INC $110 EXP 08/05/22,2,1.96,1.31,-393.31,
8/4/22,Sell to Open,DDOG 08/12/2022 112.00 C,CALL DATADOG INC $112 EXP 08/12/22,2,3.25,1.32,648.68,
8/4/22,Sell to Open,AFRM 08/12/2022 32.50 C,CALL AFFIRM HLDGS INC $32.5 EXP 08/12/22,9,2.27,6,2037,
8/4/22,Buy to Close,AFRM 08/05/2022 28.00 C,CALL AFFIRM HLDGS INC $28 EXP 08/05/22,9,4.52,5.95,-4073.95,
7/29/22,Sell to Open,DDOG 08/05/2022 110.00 C,CALL DATADOG INC $110 EXP 08/05/22,2,2.37,1.32,472.68,
7/29/22,Buy to Close,DDOG 07/29/2022 99.00 C,CALL DATADOG INC $99 EXP 07/29/22,2,0.37,1.31,-75.31,
7/29/22,Sell to Open,AFRM 08/05/2022 28.00 C,CALL AFFIRM HLDGS INC $28 EXP 08/05/22,1,0.85,0.65,84.35,
7/29/22,Sell to Open,AFRM 08/05/2022 28.00 C,CALL AFFIRM HLDGS INC $28 EXP 08/05/22,4,0.84,2.65,333.35,
7/29/22,Buy to Close,AFRM 07/29/2022 29.00 C,CALL AFFIRM HLDGS INC $29 EXP 07/29/22,4,0.01,0.04,-4.04,
7/29/22,Sell to Open,AFRM 08/05/2022 28.00 C,CALL AFFIRM HLDGS INC $28 EXP 08/05/22,4,0.84,2.65,333.35,
7/29/22,Buy to Close,AFRM 07/29/2022 29.00 C,CALL AFFIRM HLDGS INC $29 EXP 07/29/22,4,0.01,0.04,-4.04,
7/22/22,Sell to Open,AFRM 07/29/2022 29.00 C,CALL AFFIRM HLDGS INC $29 EXP 07/29/22,4,1,2.65,397.35,
7/22/22,Buy,AFRM,AFFIRM HLDGS INC CLASS A,400,27.33,,-10931.28,
7/22/22,Sell to Open,DDOG 07/29/2022 99.00 C,CALL DATADOG INC $99 EXP 07/29/22,2,1.99,1.32,396.68,
7/22/22,Buy to Close,DDOG 07/22/2022 95.00 C,CALL DATADOG INC $95 EXP 07/22/22,2,0.12,1.31,-25.31,
7/22/22,Sell to Open,AFRM 07/29/2022 29.00 C,CALL AFFIRM HLDGS INC $29 EXP 07/29/22,4,0.92,2.65,365.35,
7/22/22,Buy to Close,AFRM 07/22/2022 27.00 C,CALL AFFIRM HLDGS INC $27 EXP 07/22/22,4,0.27,2.64,-110.64,
7/19/22,Sell to Open,INMD 08/19/2022 30.00 C,CALL INMODE LTD $30 EXP 08/19/22,4,1.25,2.65,497.35,
7/19/22,Sell to Open,AFRM 07/22/2022 27.00 C,CALL AFFIRM HLDGS INC $27 EXP 07/22/22,4,0.43,2.64,169.36,
7/19/22,Buy to Close,DDOG 07/22/2022 111.00 C,CALL DATADOG INC $111 EXP 07/22/22,2,0.05,0.01,-10.01,
7/19/22,Sell to Open,DDOG 07/22/2022 95.00 C,CALL DATADOG INC $95 EXP 07/22/22,2,1.44,1.32,286.68,
07/18/2022 as of 07/15/2022,Bank Interest,,BANK INT …1622-071522 SCHWAB BANK,,,,0.39,
07/18/2022 as of 07/15/2022,Sell,AFRM,AFFIRM HLDGS INC CLASS A,400,22,0.2,8799.8,
07/18/2022 as of 07/15/2022,Assigned,AFRM 07/15/2022 22.00 C,CALL AFFIRM HLDGS INC $22 EXP 07/15/22,4,,,,
7/8/22,Sell to Open,DDOG 07/22/2022 111.00 C,CALL DATADOG INC $111 EXP 07/22/22,2,6.15,1.34,1228.66,
7/8/22,Buy to Close,DDOG 07/08/2022 104.00 C,CALL DATADOG INC $104 EXP 07/08/22,2,6.1,1.31,-1221.31,
7/6/22,Sell to Open,DDOG 07/08/2022 104.00 C,CALL DATADOG INC $104 EXP 07/08/22,2,4.85,1.33,968.67,
7/6/22,Sell to Open,AFRM 07/15/2022 22.00 C,CALL AFFIRM HLDGS INC $22 EXP 07/15/22,1,0.75,0.65,74.35,
7/6/22,Sell to Open,AFRM 07/15/2022 22.00 C,CALL AFFIRM HLDGS INC $22 EXP 07/15/22,2,0.75,1.31,148.69,
7/6/22,Sell to Open,AFRM 07/15/2022 22.00 C,CALL AFFIRM HLDGS INC $22 EXP 07/15/22,1,0.75,0.65,74.35,
06/16/2022 as of 06/15/2022,Bank Interest,,BANK INT …1622-061522 SCHWAB BANK,,,,0.03,
05/16/2022 as of 05/15/2022,Bank Interest,,BANK INT …1622-051522 SCHWAB BANK,,,,0.07,
04/18/2022 as of 04/15/2022,Bank Interest,,BANK INT …1622-041522 SCHWAB BANK,,,,0.46,
03/16/2022 as of 03/15/2022,Bank Interest,,BANK INT …1622-031522 SCHWAB BANK,,,,0.41,
02/16/2022 as of 02/15/2022,Bank Interest,,BANK INT …1622-021522 SCHWAB BANK,,,,0.38,
01/24/2022 as of 01/21/2022,Assigned,BCRX 01/21/2022 13.00 C,CALL BIOCRYST PHARMACEUT$13 EXP 01/21/22,25,,,,
01/24/2022 as of 01/21/2022,Sell,BCRX,BIOCRYST PHARMACEUTICALS,2500,13,0.17,32499.83,
01/18/2022 as of 01/15/2022,Bank Interest,,BANK INT …1621-011522 SCHWAB BANK,,,,0.13,
12/30/21,Margin Interest,,INTEREST 11/29THRU 12/29,,,,-2.64,
12/30/21,Sell,NET,CLOUDFLARE INC CLASS A,26,136.44,0.02,3547.42,
12/30/21,Sell,NET,CLOUDFLARE INC CLASS A,8,136.44,0.01,1091.51,
12/30/21,Sell,NET,CLOUDFLARE INC CLASS A,60,136.44,0.04,8186.36,
12/30/21,Sell,NET,CLOUDFLARE INC CLASS A,6,136.44,,818.64,
12/30/21,Sell to Close,NET 05/20/2022 160.00 C,CALL CLOUDFLARE INC $160 EXP 05/20/22,2,13.75,1.32,2748.68,
12/27/2021 as of 12/23/2021,Sell,ABT,ABBOTT LABORATORIES,200,133,0.14,26599.86,
12/27/2021 as of 12/23/2021,Assigned,ABT 12/23/2021 133.00 C,CALL ABBOTT LABORATORIES$133 EXP 12/23/21,2,,,,
12/20/2021 as of 12/17/2021,Expired,INMD 12/17/2021 105.00 C,CALL INMODE LTD $105 EXP 12/17/21,4,,,,
12/20/2021 as of 12/17/2021,Expired,ATEC 12/17/2021 12.50 C,CALL ALPHATEC HOLDINGS $12.5 EXP 12/17/21,1,,,,
12/20/2021 as of 12/17/2021,Expired,AFRM 12/17/2021 125.00 C,CALL AFFIRM HLDGS INC $125 EXP 12/17/21,9,,,,
12/20/2021 as of 12/17/2021,Expired,DDOG 12/17/2021 175.00 C,CALL DATADOG INC $175 EXP 12/17/21,2,,,,
12/16/2021 as of 12/15/2021,Bank Interest,,BANK INT …1621-121521 SCHWAB BANK,,,,0.01,
12/13/2021 as of 12/10/2021,Expired,NET 12/10/2021 180.00 C,CALL CLOUDFLARE INC $180 EXP 12/10/21,1,,,,
12/10/21,Sell to Open,ABT 12/23/2021 133.00 C,CALL ABBOTT LABORATORIES$133 EXP 12/23/21,2,2.59,1.31,516.69,
12/10/21,Buy to Close,ABT 12/17/2021 127.00 C,CALL ABBOTT LABORATORIES$127 EXP 12/17/21,2,7.15,1.31,-1431.31,
12/10/21,Sell to Open,DDOG 12/17/2021 175.00 C,CALL DATADOG INC $175 EXP 12/17/21,2,5.13,1.32,1024.68,
12/10/21,Buy to Close,DDOG 12/10/2021 170.00 C,CALL DATADOG INC $170 EXP 12/10/21,2,4,1.31,-801.31,
12/10/21,Sell to Open,AFRM 12/17/2021 125.00 C,CALL AFFIRM HLDGS INC $125 EXP 12/17/21,5,1.33,3.29,661.71,
12/10/21,Buy to Close,AFRM 12/10/2021 117.00 C,CALL AFFIRM HLDGS INC $117 EXP 12/10/21,5,0.05,0.04,-25.04,
12/10/21,Sell to Open,AFRM 12/17/2021 125.00 C,CALL AFFIRM HLDGS INC $125 EXP 12/17/21,4,1.33,2.64,529.36,
12/10/21,Buy to Close,AFRM 12/10/2021 117.00 C,CALL AFFIRM HLDGS INC $117 EXP 12/10/21,4,0.05,0.04,-20.04,
12/3/21,Sell to Open,DDOG 12/10/2021 170.00 C,CALL DATADOG INC $170 EXP 12/10/21,2,3.25,1.31,648.69,
12/3/21,Buy to Close,DDOG 12/03/2021 187.50 C,CALL DATADOG INC $187.5 EXP 12/03/21,2,0.01,0.01,-2.01,
12/3/21,Sell to Open,NET 12/10/2021 180.00 C,CALL CLOUDFLARE INC $180 EXP 12/10/21,1,1.64,0.65,163.35,
12/3/21,Buy to Close,NET 12/03/2021 200.00 C,CALL CLOUDFLARE INC $200 EXP 12/03/21,1,0.01,,-1,
12/3/21,Buy to Open,NET 05/20/2022 160.00 C,CALL CLOUDFLARE INC $160 EXP 05/20/22,2,29.65,1.31,-5931.31,
12/3/21,Sell to Open,BCRX 01/21/2022 13.00 C,CALL BIOCRYST PHARMACEUT$13 EXP 01/21/22,25,0.7,16.5,1733.5,
12/3/21,Buy to Close,BCRX 12/17/2021 14.00 C,CALL BIOCRYST PHARMACEUT$14 EXP 12/17/21,25,0.1,16.49,-266.49,
12/3/21,Buy to Close,AFRM 12/03/2021 140.00 C,CALL AFFIRM HLDGS INC $140 EXP 12/03/21,9,0.03,0.1,-27.1,
12/3/21,Sell to Open,AFRM 12/10/2021 117.00 C,CALL AFFIRM HLDGS INC $117 EXP 12/10/21,9,2.96,5.96,2658.04,
12/3/21,Sell to Open,ABT 12/17/2021 127.00 C,CALL ABBOTT LABORATORIES$127 EXP 12/17/21,2,4.76,1.31,950.69,
12/3/21,Buy to Close,ABT 12/10/2021 129.00 C,CALL ABBOTT LABORATORIES$129 EXP 12/10/21,2,2.66,1.31,-533.31,
11/29/21,Margin Interest,,INTEREST 10/28THRU 11/28,,,,-76.34,
11/29/21,Sell to Open,ABT 12/10/2021 129.00 C,CALL ABBOTT LABORATORIES$129 EXP 12/10/21,2,1.87,1.31,372.69,
11/29/21,Sell to Open,NET 12/03/2021 200.00 C,CALL CLOUDFLARE INC $200 EXP 12/03/21,1,2.96,0.65,295.35,
11/29/21,Sell to Open,DDOG 12/03/2021 187.50 C,CALL DATADOG INC $187.5 EXP 12/03/21,2,2.6,1.31,518.69,
11/29/21,Sell to Open,AFRM 12/03/2021 140.00 C,CALL AFFIRM HLDGS INC $140 EXP 12/03/21,6,2.1,3.96,1256.04,
11/29/21,Sell to Open,AFRM 12/03/2021 140.00 C,CALL AFFIRM HLDGS INC $140 EXP 12/03/21,3,2.1,1.99,628.01,
11/29/2021 as of 11/26/2021,Expired,DDOG 11/26/2021 195.00 C,CALL DATADOG INC $195 EXP 11/26/21,1,,,,
11/29/2021 as of 11/26/2021,Expired,ABT 11/26/2021 130.00 C,CALL ABBOTT LABORATORIES$130 EXP 11/26/21,2,,,,
11/29/2021 as of 11/26/2021,Sell,RBLX,ROBLOX CORP CLASS A,100,110,0.06,10999.94,
11/29/2021 as of 11/26/2021,Assigned,RBLX 11/26/2021 110.00 C,CALL ROBLOX CORP $110 EXP 11/26/21,1,,,,
11/22/2021 as of 11/19/2021,Expired,NET 11/19/2021 215.00 C,CALL CLOUDFLARE INC $215 EXP 11/19/21,1,,,,
11/22/2021 as of 11/19/2021,Expired,AFRM 11/19/2021 160.00 C,CALL AFFIRM HLDGS INC $160 EXP 11/19/21,9,,,,
11/16/2021 as of 11/15/2021,Bank Interest,,BANK INT …1621-111521 SCHWAB BANK,,,,0.01,
11/15/21,Qualified Dividend,ABT,ABBOTT LABORATORIES,,,,90,
11/12/21,Sell to Open,ABT 11/26/2021 130.00 C,CALL ABBOTT LABORATORIES$130 EXP 11/26/21,2,1.08,1.31,214.69,
11/12/21,Sell to Open,INMD 12/17/2021 105.00 C,CALL INMODE LTD $105 EXP 12/17/21,4,3.41,2.65,1361.35,
11/12/21,Buy to Close,INMD 11/19/2021 87.50 C,CALL INMODE LTD $87.5 EXP 11/19/21,4,7.4,2.64,-2962.64,
11/12/21,Sell to Open,ATEC 12/17/2021 12.50 C,CALL ALPHATEC HOLDINGS $12.5 EXP 12/17/21,1,0.43,0.65,42.35,
